title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 6.5 - 152 km NNE of Bamboo Flat, India",6.5,13-09-2002 22:28,0,6,,0,650,us,646,0,0,mwc,21,13.036,93.068,"Bamboo Flat, India",,India
"M 7.6 - 68 km ESE of Aitape, Papua New Guinea",7.6,08-09-2002 18:44,0,7,,0,889,us,428,0,0,mwc,13,-3.302,142.945,"Aitape, Papua New Guinea",,Papua New Guinea
"M 6.5 - 114 km SSE of San Jose Village, Northern Mariana Islands",6.5,14-08-2002 13:57,0,4,,0,650,us,260,0,0,mwc,30,14.101,146.199,"San Jose Village, Northern Mariana Islands",,
"M 6.5 - 14 km SE of Punta de Burica, Panama",6.5,31-07-2002 00:16,0,7,,0,650,us,533,0,0,mwc,10,7.929,-82.793,"Punta de Burica, Panama",,Panama
"M 6.5 - 59 km SSW of Abhar, Iran",6.5,22-06-2002 02:58,0,8,,0,650,us,555,0,0,mwc,10,35.626,49.047,"Abhar, Iran",Asia,Iran
"M 6.6 - 20 km SW of Monte Patria, Chile",6.6,18-06-2002 13:56,0,7,,0,670,us,420,0,0,mwb,54,-30.805,-71.124,"Monte Patria, Chile",South America,Chile
"M 6.7 - 190 km NW of Sola, Vanuatu",6.7,17-06-2002 21:26,0,5,,0,691,us,272,0,0,mwc,33,-12.592,166.383,"Sola, Vanuatu",,
"M 7.1 - 20 km SSW of Merizo Village, Guam",7.1,26-04-2002 16:06,0,7,,0,776,us,257,0,0,mwc,85.7,13.088,144.619,"Merizo Village, Guam",,United States of America
"M 6.7 - 31 km SW of Copiapó, Chile",6.7,18-04-2002 16:08,0,7,,0,691,us,462,0,0,mwb,62,-27.535,-70.586,"Copiapó, Chile",South America,Chile
"M 6.8 - 27 km SSW of Nuxco, Mexico",6.8,18-04-2002 05:02,0,6,,0,711,us,292,0,0,mwc,24.9,16.985,-100.865,"Nuxco, Mexico",North America,
"M 7.1 - 67 km ENE of Hualien City, Taiwan",7.1,31-03-2002 06:52,0,6,,0,776,us,550,0,0,mwc,32.8,24.279,122.179,"Hualien City, Taiwan",Asia,
"M 6.5 - 107 km NE of Calama, Chile",6.5,28-03-2002 04:56,0,5,,0,650,us,486,0,0,mwc,125.1,-21.663,-68.329,"Calama, Chile",South America,Chile
"M 7.5 - Mindanao, Philippines",7.5,05-03-2002 21:16,0,7,,0,865,us,321,0,0,mwc,31,6.033,124.249,"Mindanao, Philippines",,Philippines
"M 7.4 - 51 km SW of Jurm, Afghanistan",7.4,03-03-2002 12:08,0,5,,0,842,us,138,0,0,mwc,225.6,36.502,70.482,"Jurm, Afghanistan",Asia,Afghanistan
"M 6.6 - 125 km E of Kimbe, Papua New Guinea",6.6,05-02-2002 13:27,0,6,,0,670,us,444,0,0,mwc,39,-5.345,151.248,"Kimbe, Papua New Guinea",,Papua New Guinea
"M 6.5 - 5 km NE of Sultanda??, Turkey",6.5,03-02-2002 07:11,0,7,,0,650,us,482,0,0,mwc,5,38.573,31.271,"Sultanda??, Turkey",Asia,Turkey
"M 6.7 - 11 km SE of Aitape, Papua New Guinea",6.7,10-01-2002 11:14,0,8,,0,691,us,333,0,0,mwc,11,-3.212,142.427,"Aitape, Papua New Guinea",,Papua New Guinea
"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",6.6,03-01-2002 10:17,0,6,,0,670,us,386,0,0,mwc,10,-17.664,168.004,"Port-Vila, Vanuatu",,Vanuatu
"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",7.2,02-01-2002 17:22,0,6,,0,798,us,427,0,0,mwc,21,-17.6,167.856,"Port-Vila, Vanuatu",,Vanuatu
"M 6.8 - 22 km WNW of Malango, Solomon Islands",6.8,23-12-2001 22:52,0,7,,0,711,us,385,0,0,mwc,16,-9.613,159.53,"Malango, Solomon Islands",,Solomon Islands
"M 6.8 - 62 km SSW of Yonakuni, Japan",6.8,18-12-2001 04:02,0,5,,0,711,us,499,0,0,mwc,14,23.954,122.734,"Yonakuni, Japan",,
"M 6.5 - 3 km NW of Hanamaki, Japan",6.5,02-12-2001 13:01,0,5,,0,650,us,605,0,0,mwc,123.8,39.402,141.089,"Hanamaki, Japan",Asia,Japan
"M 7.8 - Southern Qinghai, China",7.8,14-11-2001 09:26,0,9,,0,936,us,368,0,0,mwc,10,35.946,90.541,"Southern Qinghai, China",Asia,People's Republic of China
"M 7.0 - 40 km S of Kimbe, Papua New Guinea",7,31-10-2001 09:10,0,7,,0,754,us,254,0,0,mwc,33,-5.912,150.196,"Kimbe, Papua New Guinea",,Papua New Guinea
"M 7.5 - 155 km E of Kendari, Indonesia",7.5,19-10-2001 03:28,0,6,,0,865,us,234,0,0,mwc,33,-4.102,123.907,"Kendari, Indonesia",,Indonesia
"M 7.0 - 69 km SSE of Inarajan Village, Guam",7,12-10-2001 15:02,0,6,,0,754,us,482,0,0,mwc,37,12.686,144.98,"Inarajan Village, Guam",,
"M 6.5 - 108 km WNW of Manokwari, Indonesia",6.5,11-09-2001 14:56,0,6,,0,650,us,174,0,0,mwc,33,-0.578,133.13,"Manokwari, Indonesia",,Indonesia
"M 6.6 - 74 km S of Kokhanok, Alaska",6.6,28-07-2001 07:32,6,6,,0,754,ak,0,0,0,mw,131.8,58.775,-154.701,"Kokhanok, Alaska",North America,United States of America
"M 6.5 - 32 km WNW of Skýros, Greece",6.5,26-07-2001 00:21,0,8,,0,650,us,483,0,0,mwc,10,39.059,24.244,"Skýros, Greece",Europe,Greece
"M 7.6 - 51 km SW of Punta de Bombón, Peru",7.6,07-07-2001 09:38,0,7,,0,889,us,398,0,0,mwc,33,-17.543,-72.077,"Punta de Bombón, Peru",,Peru
"M 6.6 - 31 km S of Achanizo, Peru",6.6,05-07-2001 13:53,0,7,,0,670,us,324,0,0,mwc,62,-16.086,-73.987,"Achanizo, Peru",,Peru
"M 6.7 - 34 km WSW of Pacocha, Peru",6.7,26-06-2001 04:18,0,6,,0,691,us,422,0,0,mwc,24,-17.745,-71.649,"Pacocha, Peru",,Peru
"M 8.4 - 6 km SSW of Atico, Peru",8.4,23-06-2001 20:33,0,8,,0,1086,official,518,0,0,mww,33,-16.265,-73.641,"Atico, Peru",,Peru
"M 6.7 - 128 km SSE of Panguna, Papua New Guinea",6.7,19-04-2001 21:43,0,6,,0,691,us,282,0,0,mwc,17,-7.41,155.865,"Panguna, Papua New Guinea",,Solomon Islands
"M 6.8 - 16 km SSW of Kure, Japan",6.8,24-03-2001 06:27,0,7,,0,711,us,596,0,0,mwc,50,34.083,132.526,"Kure, Japan",Asia,Japan
"M 6.5 - 41 km SSW of Ambon, Indonesia",6.5,19-03-2001 05:52,0,6,,0,650,us,206,0,0,mwc,33,-4.029,128.02,"Ambon, Indonesia",,Indonesia
"M 6.8 - 7 km SSE of Longbranch, Washington",6.8,28-02-2001 18:54,7,7,,0,1441,uw,67,0,31,md,51.798,47.149,-122.727,"Longbranch, Washington",North America,United States of America
"M 7.1 - 137 km WNW of Ternate, Indonesia",7.1,24-02-2001 07:23,0,7,,0,776,us,426,0,0,mwc,35,1.271,126.249,"Ternate, Indonesia",,Indonesia
"M 7.4 - 102 km SSE of Bengkulu, Indonesia",7.4,13-02-2001 19:28,0,6,,0,842,us,221,0,0,mwc,36,-4.68,102.562,"Bengkulu, Indonesia",,Indonesia
"M 6.6 - 5 km S of Cojutepeque, El Salvador",6.6,13-02-2001 14:22,0,8,,0,670,us,273,0,0,mwc,10,13.671,-88.938,"Cojutepeque, El Salvador",,El Salvador
"M 7.7 - 17 km NW of Bhach?u, India",7.7,26-01-2001 03:16,0,9,,0,912,us,472,0,0,mwc,16,23.419,70.232,"Bhach?u, India",Asia,India
"M 6.9 - 59 km WSW of Bengkulu, Indonesia",6.9,16-01-2001 13:25,0,6,,0,732,us,117,0,0,mwb,28,-4.022,101.776,"Bengkulu, Indonesia",,Indonesia
"M 7.7 - 28 km SSW of Puerto El Triunfo, El Salvador",7.7,13-01-2001 17:33,0,8,,0,912,us,427,0,0,mwc,60,13.049,-88.66,"Puerto El Triunfo, El Salvador",,
"M 6.9 - 47 km S of Old Harbor, Alaska",6.9,10-01-2001 16:02,5,7,,0,745,ak,0,0,0,mw,36.4,56.7744,-153.281,"Old Harbor, Alaska",North America,
"M 7.1 - 16 km NE of Port-Olry, Vanuatu",7.1,09-01-2001 16:49,0,7,,0,776,us,372,0,0,mwb,103,-14.928,167.17,"Port-Olry, Vanuatu",,Vanuatu
"M 6.8 - Mindanao, Philippines",6.8,01-01-2001 08:54,0,5,,0,711,us,64,0,0,mwc,33,6.631,126.899,"Mindanao, Philippines",,
"M 7.5 - 21 km SE of Lukatan, Philippines",7.5,01-01-2001 06:57,0,7,,0,865,us,324,0,0,mwc,33,6.898,126.579,"Lukatan, Philippines",,Philippines
