Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
obese,male,vegetarian,less frequently,natural gas,public,,often,75,rarely,1657,large,7,3,17,14,Yes,['Plastic'],"['Stove', 'Oven']",2440
underweight,female,vegan,more frequently,wood,public,,often,96,very frequently,1406,extra large,3,24,48,9,Yes,['Metal'],['Microwave'],2567
overweight,male,pescatarian,more frequently,coal,walk/bicycle,,never,175,very frequently,81,small,2,9,8,3,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2278
underweight,male,vegan,daily,wood,private,diesel,never,191,never,3297,medium,2,3,15,20,No,['Plastic'],"['Grill', 'Airfryer']",1775
overweight,male,vegan,twice a day,electricity,public,,often,51,rarely,129,medium,5,16,40,1,Sometimes,"['Paper', 'Metal']",[],1386
overweight,male,pescatarian,less frequently,natural gas,public,,never,58,rarely,1724,small,7,12,34,4,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1591
overweight,female,pescatarian,more frequently,coal,private,petrol,sometimes,192,very frequently,710,extra large,2,12,43,22,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3221
obese,female,vegetarian,daily,wood,public,,often,192,frequently,1101,small,4,11,35,6,Yes,['Paper'],['Oven'],2177
underweight,female,pescatarian,more frequently,natural gas,public,,sometimes,264,very frequently,1973,small,7,4,38,5,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2311
underweight,male,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,90,frequently,85,large,3,10,0,4,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1503
overweight,male,pescatarian,more frequently,wood,public,,sometimes,230,never,290,extra large,5,4,46,4,Yes,['Paper'],['Oven'],2208
underweight,female,pescatarian,less frequently,coal,walk/bicycle,,never,128,frequently,97,medium,2,20,13,7,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1329
obese,female,vegan,twice a day,coal,walk/bicycle,,sometimes,144,never,47,extra large,3,19,34,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1457
obese,male,omnivore,twice a day,natural gas,walk/bicycle,,never,94,rarely,42,large,3,22,12,11,No,['Paper'],"['Grill', 'Airfryer']",1601
normal,female,omnivore,daily,wood,walk/bicycle,,often,153,frequently,1,small,2,8,47,4,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1867
underweight,male,pescatarian,more frequently,wood,walk/bicycle,,often,158,frequently,37,small,4,6,35,19,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1895
underweight,female,omnivore,twice a day,coal,private,petrol,never,155,never,5139,extra large,7,12,0,9,Sometimes,['Plastic'],"['Stove', 'Microwave']",3230
obese,female,omnivore,less frequently,coal,walk/bicycle,,often,85,frequently,31,large,4,20,6,18,Sometimes,['Glass'],['Oven'],2336
obese,female,vegetarian,more frequently,wood,private,petrol,often,97,never,5020,medium,3,1,47,17,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],3264
overweight,female,vegetarian,twice a day,coal,private,lpg,never,134,never,8931,large,3,20,23,23,Sometimes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3683
underweight,female,vegetarian,more frequently,coal,public,,never,246,never,1676,extra large,6,24,37,21,No,['Paper'],"['Stove', 'Microwave']",1975
underweight,male,vegan,daily,natural gas,private,petrol,sometimes,160,frequently,5222,small,4,3,33,21,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3595
underweight,female,pescatarian,daily,coal,private,lpg,never,193,very frequently,4819,medium,1,5,2,5,Yes,"['Paper', 'Plastic', 'Glass']",['Stove'],2636
underweight,male,omnivore,less frequently,electricity,public,,sometimes,89,very frequently,1817,medium,2,14,12,13,No,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1845
underweight,female,omnivore,daily,coal,walk/bicycle,,often,133,never,70,large,1,3,8,15,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1140
obese,male,vegetarian,more frequently,coal,private,petrol,sometimes,191,frequently,2836,extra large,4,24,13,15,Sometimes,['Metal'],"['Stove', 'Grill', 'Airfryer']",3855
underweight,female,omnivore,twice a day,wood,private,electric,sometimes,262,never,7153,extra large,1,15,46,24,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",1404
normal,male,vegan,twice a day,coal,walk/bicycle,,never,165,very frequently,54,medium,1,12,42,21,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",2697
underweight,male,vegan,twice a day,coal,public,,never,126,frequently,857,large,1,7,32,13,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']",2047
normal,female,pescatarian,less frequently,electricity,public,,sometimes,259,frequently,381,medium,3,13,7,17,Yes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1271
normal,male,omnivore,less frequently,coal,private,hybrid,often,100,rarely,1523,medium,2,22,42,13,Sometimes,['Metal'],[],2199
normal,female,pescatarian,daily,wood,walk/bicycle,,never,85,very frequently,9,extra large,3,5,13,9,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1925
overweight,male,vegetarian,less frequently,coal,private,petrol,sometimes,166,never,8474,small,4,9,28,21,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5072
overweight,male,vegetarian,less frequently,coal,public,,often,242,very frequently,1766,large,6,22,12,20,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3490
obese,male,omnivore,daily,electricity,public,,never,92,very frequently,1781,large,2,8,38,7,Sometimes,['Plastic'],"['Stove', 'Oven']",3204
underweight,female,omnivore,twice a day,electricity,walk/bicycle,,never,87,never,93,small,5,19,5,18,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",560
normal,male,omnivore,less frequently,electricity,private,hybrid,never,164,rarely,9025,small,2,24,50,16,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",2894
underweight,male,vegan,more frequently,natural gas,public,,never,137,never,79,small,3,18,40,19,Sometimes,"['Paper', 'Glass']",['Oven'],1176
overweight,male,omnivore,twice a day,natural gas,private,petrol,often,292,never,7908,large,7,22,8,6,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",5034
obese,female,vegetarian,twice a day,natural gas,private,diesel,sometimes,201,never,6338,small,2,1,36,23,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3087
normal,male,pescatarian,more frequently,wood,public,,never,210,very frequently,1935,small,2,10,33,15,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",2658
obese,male,vegetarian,daily,wood,private,lpg,never,67,never,6848,extra large,3,5,30,9,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],3557
overweight,female,vegan,less frequently,electricity,walk/bicycle,,sometimes,158,frequently,7,small,6,13,23,17,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],1264
underweight,male,vegetarian,less frequently,coal,walk/bicycle,,sometimes,102,rarely,91,medium,2,5,39,3,No,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1698
underweight,female,vegetarian,less frequently,natural gas,public,,never,59,very frequently,278,large,6,4,45,16,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2572
underweight,male,vegan,twice a day,coal,walk/bicycle,,sometimes,289,never,98,extra large,5,14,34,17,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",2000
underweight,male,omnivore,more frequently,wood,public,,sometimes,196,rarely,379,small,6,21,50,0,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1998
normal,female,omnivore,more frequently,electricity,private,electric,sometimes,280,never,9060,extra large,2,13,13,5,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",727
obese,male,omnivore,twice a day,coal,walk/bicycle,,never,118,rarely,86,large,1,14,33,4,Yes,[],"['Grill', 'Airfryer']",2107
normal,male,vegetarian,daily,wood,walk/bicycle,,often,205,never,65,medium,7,19,31,12,Sometimes,['Metal'],['Oven'],1709
obese,male,vegan,daily,coal,private,hybrid,often,91,never,1633,extra large,5,1,10,21,Yes,['Glass'],['Oven'],2551
obese,female,vegetarian,twice a day,electricity,private,electric,never,166,frequently,9649,extra large,5,19,35,0,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2181
obese,male,omnivore,daily,wood,walk/bicycle,,often,287,very frequently,42,large,5,6,38,18,Yes,['Glass'],"['Grill', 'Airfryer']",4082
normal,male,vegan,daily,electricity,walk/bicycle,,often,72,very frequently,86,extra large,1,17,29,15,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2297
obese,male,vegan,less frequently,natural gas,walk/bicycle,,never,179,rarely,19,small,4,23,23,0,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1168
obese,female,pescatarian,more frequently,wood,private,electric,sometimes,71,rarely,4078,small,4,8,49,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1505
underweight,male,omnivore,less frequently,electricity,public,,often,63,rarely,1828,large,7,7,31,20,Sometimes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",1881
normal,female,pescatarian,daily,electricity,walk/bicycle,,sometimes,97,frequently,72,large,3,0,33,18,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",1604
overweight,male,vegan,twice a day,wood,private,electric,never,93,frequently,2071,small,3,2,44,10,No,"['Paper', 'Plastic']",['Oven'],2108
normal,male,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,207,frequently,14,medium,5,8,16,2,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave']",1883
obese,female,vegan,daily,wood,public,,never,291,never,1045,small,6,18,5,20,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1022
obese,female,vegetarian,daily,wood,walk/bicycle,,sometimes,55,very frequently,92,small,7,24,2,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2051
underweight,male,omnivore,daily,natural gas,private,petrol,never,165,never,9910,extra large,3,15,16,16,Yes,['Plastic'],"['Stove', 'Oven']",4786
normal,male,pescatarian,more frequently,coal,public,,never,185,never,1247,small,1,14,31,5,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",1284
normal,male,vegan,daily,electricity,private,diesel,often,150,never,5191,extra large,5,7,0,2,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2436
normal,male,pescatarian,twice a day,coal,public,,often,157,never,278,medium,2,24,15,5,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1150
obese,male,omnivore,more frequently,natural gas,private,lpg,often,73,frequently,1251,medium,4,17,25,21,Yes,[],"['Microwave', 'Grill', 'Airfryer']",3077
overweight,male,vegan,more frequently,electricity,walk/bicycle,,often,169,rarely,52,extra large,6,6,43,12,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2268
normal,male,vegan,daily,wood,private,diesel,often,266,frequently,9087,extra large,5,2,42,8,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",4767
overweight,female,pescatarian,more frequently,wood,walk/bicycle,,often,193,very frequently,41,medium,3,10,23,21,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2823
overweight,male,vegan,twice a day,wood,public,,sometimes,245,frequently,1434,large,2,20,0,14,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1620
underweight,male,omnivore,daily,wood,walk/bicycle,,never,210,rarely,66,medium,3,14,27,17,No,"['Paper', 'Glass', 'Metal']",['Microwave'],1290
normal,male,omnivore,more frequently,wood,private,petrol,often,243,frequently,8711,medium,3,20,11,3,No,"['Paper', 'Glass']","['Oven', 'Microwave']",5108
obese,female,pescatarian,twice a day,wood,walk/bicycle,,sometimes,125,very frequently,89,large,4,24,22,10,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2799
normal,female,vegan,daily,coal,public,,never,163,rarely,634,extra large,1,22,16,18,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1206
obese,male,omnivore,twice a day,natural gas,private,hybrid,never,56,never,5885,small,2,13,1,21,Sometimes,['Paper'],['Stove'],2107
underweight,male,pescatarian,daily,wood,public,,often,87,rarely,1317,large,1,3,16,7,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1233
obese,female,vegan,twice a day,wood,walk/bicycle,,never,245,frequently,27,small,4,9,42,19,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2140
obese,male,pescatarian,daily,natural gas,private,lpg,often,297,frequently,4707,medium,1,0,40,7,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4005
overweight,female,vegetarian,less frequently,natural gas,private,petrol,never,53,never,6478,extra large,5,20,50,16,No,"['Paper', 'Metal']",['Stove'],4070
underweight,female,vegan,more frequently,wood,public,,often,137,never,1133,small,5,6,16,10,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",930
normal,male,pescatarian,twice a day,wood,walk/bicycle,,never,211,never,92,extra large,4,24,43,2,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",1674
overweight,male,pescatarian,daily,coal,private,electric,never,253,rarely,658,small,4,9,22,16,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",1707
obese,female,omnivore,more frequently,electricity,public,,often,205,frequently,1275,medium,2,16,21,21,No,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2120
normal,male,pescatarian,twice a day,wood,walk/bicycle,,often,77,rarely,29,small,1,22,11,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1009
obese,female,vegan,daily,electricity,private,lpg,never,260,never,4360,extra large,7,21,48,4,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",3152
normal,female,vegan,less frequently,wood,public,,never,255,frequently,1760,extra large,6,22,29,9,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",2160
overweight,female,omnivore,less frequently,electricity,private,electric,often,169,never,6544,extra large,7,7,22,13,Yes,['Paper'],['Stove'],1761
normal,male,pescatarian,more frequently,wood,public,,often,230,very frequently,1358,extra large,1,11,31,5,Yes,"['Plastic', 'Glass']",[],2777
obese,female,vegetarian,less frequently,wood,private,electric,often,139,very frequently,4460,large,3,8,50,17,Sometimes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3070
overweight,female,pescatarian,twice a day,coal,walk/bicycle,,never,235,frequently,3,small,4,16,34,3,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2182
overweight,female,vegan,more frequently,coal,walk/bicycle,,often,52,frequently,2,small,4,11,8,21,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1712
obese,female,omnivore,twice a day,wood,walk/bicycle,,sometimes,134,rarely,61,extra large,6,11,34,5,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2203
overweight,female,pescatarian,twice a day,wood,private,lpg,sometimes,273,very frequently,720,medium,2,15,47,6,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",2902
normal,female,vegetarian,more frequently,wood,walk/bicycle,,never,53,rarely,17,small,4,0,13,24,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",788
overweight,male,vegetarian,more frequently,natural gas,walk/bicycle,,often,50,frequently,73,medium,4,13,42,18,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2294
underweight,male,pescatarian,more frequently,coal,walk/bicycle,,often,172,very frequently,67,small,1,8,32,10,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2464
underweight,female,pescatarian,more frequently,natural gas,private,electric,sometimes,86,frequently,4842,extra large,6,18,27,24,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1979
underweight,female,omnivore,daily,wood,walk/bicycle,,often,88,never,18,small,2,7,11,5,No,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",866
obese,male,vegetarian,twice a day,wood,public,,often,193,never,863,large,7,10,22,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1844
underweight,male,omnivore,more frequently,coal,private,electric,often,209,rarely,9989,medium,4,9,25,21,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1844
overweight,female,vegan,more frequently,electricity,private,diesel,often,230,frequently,4335,large,2,5,40,15,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2831
overweight,male,pescatarian,less frequently,wood,public,,never,186,frequently,42,extra large,2,2,19,12,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",1789
normal,male,pescatarian,twice a day,wood,walk/bicycle,,never,267,frequently,13,large,6,14,21,19,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2257
normal,male,vegan,less frequently,natural gas,public,,never,65,rarely,1993,medium,5,15,29,20,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",1568
normal,female,pescatarian,less frequently,wood,walk/bicycle,,often,195,very frequently,78,small,2,22,16,6,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2204
obese,female,omnivore,twice a day,electricity,walk/bicycle,,often,121,rarely,68,medium,1,0,23,10,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",1163
underweight,female,pescatarian,more frequently,coal,public,,sometimes,51,never,1183,extra large,5,11,0,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1311
overweight,female,vegan,less frequently,coal,public,,never,56,frequently,1343,medium,4,5,16,20,No,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1843
underweight,female,vegan,more frequently,wood,private,electric,often,67,rarely,260,medium,5,20,10,6,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",881
normal,female,vegan,twice a day,electricity,walk/bicycle,,often,210,never,32,small,1,21,18,21,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",987
overweight,male,omnivore,daily,coal,private,lpg,never,158,rarely,8805,small,3,0,12,3,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove'],3948
obese,female,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,221,never,50,small,2,15,25,0,Yes,['Paper'],"['Stove', 'Oven']",889
underweight,female,vegan,less frequently,wood,public,,often,154,frequently,104,small,3,7,27,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1331
normal,female,vegetarian,daily,coal,walk/bicycle,,never,250,very frequently,23,extra large,3,9,32,18,No,['Paper'],['Stove'],2530
obese,male,vegetarian,daily,wood,public,,never,87,rarely,1484,small,4,21,34,2,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1497
